,Period,Team,Type,Scorer,Assist1,Assist2,Season Goal Number,Time in Game,Time in Period,Home Team,Date,Game Goal Number,Team Goal Number,Seconds,Winner,HomeGoal,AwayGoal,Impact,Season
149,2,ANA,PP,Corey Perry , Adam Henrique,Brandon Montour,5,00:32:44,00:12:44,NSH,2017-12-02,2,1,1964.0,Shootout,1.0,1.0,Tie,2018
150,3,ANA,,Cam Fowler , Corey Perry,Hampus Lindholm,3,00:45:01,00:05:01,NSH,2017-12-02,3,2,2701.0,Shootout,1.0,2.0,Go-Ahead Goal,2018
151,3,NSH,PP,Calle Jarnkrok , Filip Forsberg,Viktor Arvidsson,4,00:51:17,00:11:17,NSH,2017-12-02,4,2,3077.0,Shootout,2.0,2.0,Tie,2018
152,1,NSH,,Craig Smith , Alexei Emelin,Kyle Turris,10,00:01:26,00:01:26,NSH,2017-12-04,1,1,86.0,NSH,1.0,0.0,Go-Ahead Goal,2018
153,1,NSH,,Craig Smith , Mattias Ekholm,Kevin Fiala,11,00:19:42,00:19:42,NSH,2017-12-04,2,2,1182.0,NSH,2.0,0.0,Insurance Goal,2018
154,2,NSH,,Nick Bonino , Colton Sissons,Viktor Arvidsson,5,00:22:15,00:02:15,NSH,2017-12-04,3,3,1335.0,NSH,3.0,0.0,Insurance Goal,2018
155,2,NSH,,Kevin Fiala , Kyle Turris,Craig Smith,4,00:24:10,00:04:10,NSH,2017-12-04,4,4,1450.0,NSH,4.0,0.0,Insurance Goal,2018
156,2,BOS,PP,Charlie McAvoy , Danton Heinen,David Krejci,4,00:30:14,00:10:14,NSH,2017-12-04,5,1,1814.0,NSH,4.0,1.0,Lead Shrink,2018
157,3,BOS,,Zdeno Chara , David Backes,Riley Nash,3,00:44:33,00:04:33,NSH,2017-12-04,6,2,2673.0,NSH,4.0,2.0,Lead Shrink,2018
158,3,BOS,,David Pastrnak , Brad Marchand,Patrice Bergeron,14,00:45:48,00:05:48,NSH,2017-12-04,7,3,2748.0,NSH,4.0,3.0,Go-Ahead Goal,2018
159,3,NSH,,Filip Forsberg , Roman Josi,,14,00:46:22,00:06:22,NSH,2017-12-04,8,5,2782.0,NSH,5.0,3.0,Insurance Goal,2018
160,1,NSH,PP,Kevin Fiala , Kyle Turris,Mattias Ekholm,5,00:15:49,00:15:49,DAL,2017-12-05,1,1,949.0,NSH,0.0,1.0,Go-Ahead Goal,2018
161,2,NSH,,Cody McLeod , Alexei Emelin,,1,00:22:48,00:02:48,DAL,2017-12-05,2,2,1368.0,NSH,0.0,2.0,Insurance Goal,2018
162,2,NSH,,Pontus Aberg , Calle Jarnkrok,,1,00:24:26,00:04:26,DAL,2017-12-05,3,3,1466.0,NSH,0.0,3.0,Insurance Goal,2018
163,2,NSH,PP,Kyle Turris , Mattias Ekholm,Roman Josi,6,00:27:34,00:07:34,DAL,2017-12-05,4,4,1654.0,NSH,0.0,4.0,Insurance Goal,2018
164,2,NSH,SH,Calle Jarnkrok , Austin Watson,,5,00:35:06,00:15:06,DAL,2017-12-05,5,5,2106.0,NSH,0.0,5.0,Insurance Goal,2018
165,3,DAL,,Stephen Johns , Jamie Oleksiak,Jamie Benn,3,00:41:27,00:01:27,DAL,2017-12-05,6,1,2487.0,NSH,1.0,5.0,Lead Shrink,2018
166,3,DAL,,Jamie Oleksiak ,,,1,00:59:18,00:19:18,DAL,2017-12-05,7,2,3558.0,NSH,2.0,5.0,Lead Shrink,2018
167,1,VEG,PP,William Karlsson , Alex Tuch,Nate Schmidt,15,00:06:55,00:06:55,NSH,2017-12-08,1,1,415.0,Shootout,0.0,1.0,Go-Ahead Goal,2018
168,2,VEG,,James Neal , Luca Sbisa,Nate Schmidt,14,00:34:37,00:14:37,NSH,2017-12-08,2,2,2077.0,Shootout,0.0,2.0,Insurance Goal,2018
169,2,NSH,,Calle Jarnkrok , Pontus Aberg,Filip Forsberg,6,00:35:40,00:15:40,NSH,2017-12-08,3,1,2140.0,Shootout,1.0,2.0,Go-Ahead Goal,2018
170,3,NSH,,Viktor Arvidsson , Kevin Fiala,Kyle Turris,10,00:48:04,00:08:04,NSH,2017-12-08,4,2,2884.0,Shootout,2.0,2.0,Tie,2018
171,3,NSH,,Nick Bonino , Viktor Arvidsson,,6,00:54:56,00:14:56,NSH,2017-12-08,5,3,3296.0,Shootout,3.0,2.0,Go-Ahead Goal,2018
172,3,VEG,,Erik Haula , Colin Miller,David Perron,10,00:59:20,00:19:20,NSH,2017-12-08,6,3,3560.0,Shootout,3.0,3.0,Tie,2018
173,1,NSH,,P.K. Subban ,,,5,00:01:33,00:01:33,VAN,2017-12-13,1,1,93.0,NSH,0.0,1.0,Go-Ahead Goal,2018
174,1,NSH,SH,Viktor Arvidsson , Ryan Johansen,Roman Josi,11,00:14:38,00:14:38,VAN,2017-12-13,2,2,878.0,NSH,0.0,2.0,Insurance Goal,2018
175,2,NSH,,P.K. Subban ,,,6,00:23:05,00:03:05,VAN,2017-12-13,3,3,1385.0,NSH,0.0,3.0,Insurance Goal,2018
176,2,VAN,PP,Alexander Burmistrov , Brock Boeser,Henrik Sedin,2,00:25:01,00:05:01,VAN,2017-12-13,4,1,1501.0,NSH,1.0,3.0,Lead Shrink,2018
177,2,NSH,PP,Filip Forsberg , Craig Smith,Ryan Johansen,15,00:26:00,00:06:00,VAN,2017-12-13,5,4,1560.0,NSH,1.0,4.0,Insurance Goal,2018
178,3,NSH,,Craig Smith , Mattias Ekholm,Kevin Fiala,12,00:48:48,00:08:48,VAN,2017-12-13,6,5,2928.0,NSH,1.0,5.0,Insurance Goal,2018
179,3,NSH,,Kevin Fiala , Kyle Turris,Craig Smith,6,00:51:57,00:11:57,VAN,2017-12-13,7,6,3117.0,NSH,1.0,6.0,Insurance Goal,2018
180,3,NSH,,Calle Jarnkrok , Filip Forsberg,,7,00:52:37,00:12:37,VAN,2017-12-13,8,7,3157.0,NSH,1.0,7.0,Insurance Goal,2018
181,2,NSH,,Pontus Aberg , Mattias Ekholm,Calle Jarnkrok,2,00:22:56,00:02:56,EDM,2017-12-14,1,1,1376.0,NSH,0.0,1.0,Go-Ahead Goal,2018
182,2,NSH,PP,Kevin Fiala , Mattias Ekholm,Kyle Turris,7,00:28:16,00:08:16,EDM,2017-12-14,2,2,1696.0,NSH,0.0,2.0,Insurance Goal,2018
183,2,NSH,,Kyle Turris , Craig Smith,,7,00:34:49,00:14:49,EDM,2017-12-14,3,3,2089.0,NSH,0.0,3.0,Insurance Goal,2018
184,2,NSH,PP,Roman Josi , Filip Forsberg,P.K. Subban,7,00:37:25,00:17:25,EDM,2017-12-14,4,4,2245.0,NSH,0.0,4.0,Insurance Goal,2018
185,2,NSH,,Ryan Johansen , Viktor Arvidsson,,4,00:31:17,00:11:17,CGY,2017-12-16,1,1,1877.0,NSH,0.0,1.0,Go-Ahead Goal,2018
186,2,NSH,,Kevin Fiala , Kyle Turris,P.K. Subban,8,00:39:22,00:19:22,CGY,2017-12-16,2,2,2362.0,NSH,0.0,2.0,Insurance Goal,2018
187,1,WPG,,Adam Lowry , Tyler Myers,Brandon Tanev,6,00:08:05,00:08:05,NSH,2017-12-19,1,1,485.0,WPG,0.0,1.0,Go-Ahead Goal,2018
188,1,NSH,,Calle Jarnkrok ,,,8,00:19:19,00:19:19,NSH,2017-12-19,2,1,1159.0,WPG,1.0,1.0,Tie,2018
189,1,NSH,,Kevin Fiala , Craig Smith,,9,00:19:40,00:19:40,NSH,2017-12-19,3,2,1180.0,WPG,2.0,1.0,Go-Ahead Goal,2018
190,2,WPG,,Patrik Laine , Dmitry Kulikov,Bryan Little,17,00:26:54,00:06:54,NSH,2017-12-19,4,2,1614.0,WPG,2.0,2.0,Tie,2018
191,2,NSH,PP,P.K. Subban , Filip Forsberg,Ryan Johansen,7,00:27:55,00:07:55,NSH,2017-12-19,5,3,1675.0,WPG,3.0,2.0,Go-Ahead Goal,2018
192,2,WPG,,Nikolaj Ehlers , Mark Scheifele,Blake Wheeler,16,00:28:25,00:08:25,NSH,2017-12-19,6,3,1705.0,WPG,3.0,3.0,Tie,2018
193,2,WPG,PP,Nikolaj Ehlers , Joel Armia,Tyler Myers,17,00:36:00,00:16:00,NSH,2017-12-19,7,4,2160.0,WPG,3.0,4.0,Go-Ahead Goal,2018
194,3,NSH,,Yannick Weber , Kevin Fiala,,1,00:40:30,00:00:30,NSH,2017-12-19,8,4,2430.0,WPG,4.0,4.0,Tie,2018
195,3,WPG,,Brandon Tanev , Josh Morrissey,Adam Lowry,3,00:58:34,00:18:34,NSH,2017-12-19,9,5,3514.0,WPG,4.0,5.0,Go-Ahead Goal,2018
196,3,WPG,EN,Blake Wheeler , Tyler Myers,,9,00:59:58,00:19:58,NSH,2017-12-19,10,6,3598.0,WPG,4.0,6.0,Insurance Goal,2018
197,1,CAR,PP,Derek Ryan , Noah Hanifin,Jeff Skinner,7,00:00:37,00:00:37,NSH,2017-12-21,1,1,37.0,CAR,0.0,1.0,Go-Ahead Goal,2018
198,1,CAR,,Elias Lindholm , Jeff Skinner,Justin Faulk,10,00:03:11,00:03:11,NSH,2017-12-21,2,2,191.0,CAR,0.0,2.0,Insurance Goal,2018
199,1,CAR,PP,Noah Hanifin , Justin Williams,Derek Ryan,7,00:04:47,00:04:47,NSH,2017-12-21,3,3,287.0,CAR,0.0,3.0,Insurance Goal,2018
200,1,CAR,,Victor Rask , Noah Hanifin,Trevor van Riemsdyk,8,00:06:29,00:06:29,NSH,2017-12-21,4,4,389.0,CAR,0.0,4.0,Insurance Goal,2018
201,1,NSH,,Kevin Fiala , P.K. Subban,,10,00:15:33,00:15:33,NSH,2017-12-21,5,1,933.0,CAR,1.0,4.0,Lead Shrink,2018
202,1,NSH,,Alexei Emelin , Ryan Johansen,Viktor Arvidsson,1,00:00:34,00:00:34,DAL,2017-12-23,1,1,34.0,Shootout,0.0,1.0,Go-Ahead Goal,2018
203,1,NSH,SH,Calle Jarnkrok , Colton Sissons,,9,00:07:03,00:07:03,DAL,2017-12-23,2,2,423.0,Shootout,0.0,2.0,Insurance Goal,2018
204,1,DAL,PP,Tyler Seguin , Jamie Benn,John Klingberg,17,00:12:13,00:12:13,DAL,2017-12-23,3,1,733.0,Shootout,1.0,2.0,Go-Ahead Goal,2018
205,2,DAL,,Antoine Roussel , John Klingberg,Tyler Pitlick,5,00:30:05,00:10:05,DAL,2017-12-23,4,2,1805.0,Shootout,2.0,2.0,Tie,2018
206,2,DAL,,Martin Hanzal , Gemel Smith,Jason Spezza,3,00:33:18,00:13:18,DAL,2017-12-23,5,3,1998.0,Shootout,3.0,2.0,Go-Ahead Goal,2018
207,3,NSH,PP,Ryan Johansen , P.K. Subban,,5,00:44:45,00:04:45,DAL,2017-12-23,6,3,2685.0,Shootout,3.0,3.0,Tie,2018
208,1,NSH,,Craig Smith , Roman Josi,,13,00:10:37,00:10:37,STL,2017-12-27,1,1,637.0,NSH,0.0,1.0,Go-Ahead Goal,2018
209,2,NSH,,Calle Jarnkrok , Filip Forsberg,Matt Irwin,10,00:36:49,00:16:49,STL,2017-12-27,2,2,2209.0,NSH,0.0,2.0,Insurance Goal,2018
210,3,STL,,Vladimir Sobotka , Kyle Brodziak,Alex Pietrangelo,7,00:53:37,00:13:37,STL,2017-12-27,3,1,3217.0,NSH,1.0,2.0,Go-Ahead Goal,2018
211,1,MIN,,Mikael Granlund , Mathew Dumba,,9,00:07:34,00:07:34,MIN,2017-12-29,1,1,454.0,MIN,1.0,0.0,Go-Ahead Goal,2018
212,1,NSH,,P.K. Subban , Alexei Emelin,,8,00:10:16,00:10:16,MIN,2017-12-29,2,1,616.0,MIN,1.0,1.0,Tie,2018
213,1,MIN,PP,Mikael Granlund , Jared Spurgeon,Ryan Suter,10,00:11:09,00:11:09,MIN,2017-12-29,3,2,669.0,MIN,2.0,1.0,Go-Ahead Goal,2018
214,2,MIN,,Mathew Dumba , Jonas Brodin,Matt Cullen,7,00:33:14,00:13:14,MIN,2017-12-29,4,3,1994.0,MIN,3.0,1.0,Insurance Goal,2018
215,3,NSH,PP,Kyle Turris , P.K. Subban,Roman Josi,8,00:42:52,00:02:52,MIN,2017-12-29,5,2,2572.0,MIN,3.0,2.0,Go-Ahead Goal,2018
216,3,MIN,EN,Mikael Granlund , Eric Staal,Mikko Koivu,11,00:59:09,00:19:09,MIN,2017-12-29,6,4,3549.0,MIN,4.0,2.0,Insurance Goal,2018
217,3,NSH,,Scott Hartnell , Nick Bonino,Matt Irwin,5,00:42:23,00:02:23,NSH,2017-12-30,1,1,2543.0,NSH,1.0,0.0,Go-Ahead Goal,2018
218,3,NSH,PP,P.K. Subban , Calle Jarnkrok,Ryan Johansen,9,00:47:50,00:07:50,NSH,2017-12-30,2,2,2870.0,NSH,2.0,0.0,Insurance Goal,2018
219,3,NSH,EN,Viktor Arvidsson , P.K. Subban,Calle Jarnkrok,12,00:57:40,00:17:40,NSH,2017-12-30,3,3,3460.0,NSH,3.0,0.0,Insurance Goal,2018
220,2,VEG,PP,Reilly Smith , Nate Schmidt,Alex Tuch,10,00:32:10,00:12:10,VEG,2018-01-02,1,1,1930.0,VEG,1.0,0.0,Go-Ahead Goal,2018
221,2,VEG,,Shea Theodore , Deryk Engelland,Alex Tuch,4,00:33:41,00:13:41,VEG,2018-01-02,2,2,2021.0,VEG,2.0,0.0,Insurance Goal,2018
222,3,VEG,EN,Jon Marchessault , David Perron,Erik Haula,15,00:57:37,00:17:37,VEG,2018-01-02,3,3,3457.0,VEG,3.0,0.0,Insurance Goal,2018
223,2,ARI,,Anthony Duclair , Jordan Martinook,,8,00:32:41,00:12:41,ARI,2018-01-04,1,1,1961.0,ARI,1.0,0.0,Go-Ahead Goal,2018
224,2,NSH,,Ryan Ellis , Scott Hartnell,Colton Sissons,1,00:39:51,00:19:51,ARI,2018-01-04,2,1,2391.0,ARI,1.0,1.0,Tie,2018
225,3,NSH,,Craig Smith ,,,14,00:40:08,00:00:08,ARI,2018-01-04,3,2,2408.0,ARI,1.0,2.0,Go-Ahead Goal,2018
226,3,ARI,PP,Nick Cousins , Jason Demers,Alex Goligoski,5,00:57:11,00:17:11,ARI,2018-01-04,4,2,3431.0,ARI,2.0,2.0,Tie,2018
227,1,ARI,,Christian Fischer , Jakob Chychrun,Derek Stepan,11,00:02:19,00:02:19,ARI,2018-01-04,5,3,139.0,ARI,3.0,2.0,Go-Ahead Goal,2018
228,1,NSH,PP,Roman Josi , Kyle Turris,P.K. Subban,8,00:15:08,00:15:08,LAK,2018-01-06,1,1,908.0,NSH,0.0,1.0,Go-Ahead Goal,2018
229,2,LAK,,Adrian Kempe ,,,13,00:26:43,00:06:43,LAK,2018-01-06,2,1,1603.0,NSH,1.0,1.0,Tie,2018
230,2,NSH,,Scott Hartnell , Ryan Johansen,Alexei Emelin,6,00:31:53,00:11:53,LAK,2018-01-06,3,2,1913.0,NSH,1.0,2.0,Go-Ahead Goal,2018
231,2,NSH,,Austin Watson , P.K. Subban,Miikka Salomaki,4,00:36:49,00:16:49,LAK,2018-01-06,4,3,2209.0,NSH,1.0,3.0,Insurance Goal,2018
232,3,LAK,,Trevor Lewis , Alex Iafallo,Nick Shore,10,00:43:56,00:03:56,LAK,2018-01-06,5,2,2636.0,NSH,2.0,3.0,Go-Ahead Goal,2018
233,3,NSH,,Austin Watson , Ryan Ellis,Calle Jarnkrok,5,00:45:05,00:05:05,LAK,2018-01-06,6,4,2705.0,NSH,2.0,4.0,Insurance Goal,2018
234,3,LAK,PP,Tyler Toffoli , Tanner Pearson,Anze Kopitar,18,00:48:24,00:08:24,LAK,2018-01-06,7,3,2904.0,NSH,3.0,4.0,Go-Ahead Goal,2018
235,1,NSH,PP,Craig Smith , Viktor Arvidsson,P.K. Subban,15,00:08:26,00:08:26,NSH,2018-01-09,1,1,506.0,NSH,1.0,0.0,Go-Ahead Goal,2018
236,1,NSH,,Viktor Arvidsson , Roman Josi,Ryan Johansen,13,00:15:31,00:15:31,NSH,2018-01-09,2,2,931.0,NSH,2.0,0.0,Insurance Goal,2018
237,2,EDM,,Connor McDavid , Matt Benning,Leon Draisaitl,15,00:20:45,00:00:45,NSH,2018-01-09,3,1,1245.0,NSH,2.0,1.0,Go-Ahead Goal,2018
238,3,NSH,,Kevin Fiala , P.K. Subban,Colton Sissons,11,00:48:00,00:08:00,NSH,2018-01-16,1,1,2880.0,NSH,1.0,0.0,Go-Ahead Goal,2018
239,2,NSH,,Scott Hartnell , Ryan Ellis,Roman Josi,7,00:38:17,00:18:17,NSH,2018-01-18,1,1,2297.0,Shootout,1.0,0.0,Go-Ahead Goal,2018
240,2,ARI,,Oliver Ekman-Larsson , Richard Panik,Derek Stepan,8,00:39:48,00:19:48,NSH,2018-01-18,2,1,2388.0,Shootout,1.0,1.0,Tie,2018
241,3,ARI,,Brendan Perlini , Richard Panik,Jason Demers,11,00:53:40,00:13:40,NSH,2018-01-18,3,2,3220.0,Shootout,1.0,2.0,Go-Ahead Goal,2018
242,3,NSH,,Ryan Ellis , Roman Josi,Nick Bonino,2,00:57:24,00:17:24,NSH,2018-01-18,4,2,3444.0,Shootout,2.0,2.0,Tie,2018
243,1,NSH,,Kevin Fiala , Calle Jarnkrok,Nick Bonino,12,00:00:36,00:00:36,NSH,2018-01-20,1,1,36.0,NSH,1.0,0.0,Go-Ahead Goal,2018
244,1,FLA,PP,Vincent Trocheck , Evgenii Dadonov,Jonathan Huberdeau,18,00:11:16,00:11:16,NSH,2018-01-20,2,1,676.0,NSH,1.0,1.0,Tie,2018
245,1,FLA,,Derek MacKenzie , Colton Sceviour,MacKenzie Weegar,2,00:16:33,00:16:33,NSH,2018-01-20,3,2,993.0,NSH,1.0,2.0,Go-Ahead Goal,2018
246,2,NSH,,Nick Bonino , Calle Jarnkrok,,7,00:21:24,00:01:24,NSH,2018-01-20,4,2,1284.0,NSH,2.0,2.0,Tie,2018
247,2,NSH,,Kevin Fiala , Nick Bonino,Calle Jarnkrok,13,00:30:53,00:10:53,NSH,2018-01-20,5,3,1853.0,NSH,3.0,2.0,Go-Ahead Goal,2018
248,2,NSH,,P.K. Subban , Craig Smith,Kyle Turris,10,00:36:29,00:16:29,NSH,2018-01-20,6,4,2189.0,NSH,4.0,2.0,Insurance Goal,2018
249,3,FLA,,Keith Yandle , Aaron Ekblad,Evgenii Dadonov,4,00:48:34,00:08:34,NSH,2018-01-20,7,3,2914.0,NSH,4.0,3.0,Go-Ahead Goal,2018
250,1,TBL,,Chris Kunitz ,,,7,00:06:24,00:06:24,NSH,2018-01-23,1,1,384.0,TBL,0.0,1.0,Go-Ahead Goal,2018
251,1,NSH,PP,Ryan Ellis , Roman Josi,Colton Sissons,3,00:07:28,00:07:28,NSH,2018-01-23,2,1,448.0,TBL,1.0,1.0,Tie,2018
252,1,NSH,,Viktor Arvidsson , Pontus Aberg,Matt Irwin,14,00:09:11,00:09:11,NSH,2018-01-23,3,2,551.0,TBL,2.0,1.0,Go-Ahead Goal,2018
253,1,TBL,,Vladislav Namestnikov , Steven Stamkos,Chris Kunitz,16,00:10:48,00:10:48,NSH,2018-01-23,4,2,648.0,TBL,2.0,2.0,Tie,2018
254,2,NSH,PP,P.K. Subban , Mattias Ekholm,Ryan Johansen,11,00:39:10,00:19:10,NSH,2018-01-23,5,3,2350.0,TBL,3.0,2.0,Go-Ahead Goal,2018
255,3,TBL,,Steven Stamkos , Slater Koekkoek,Chris Kunitz,18,00:57:48,00:17:48,NSH,2018-01-23,6,3,3468.0,TBL,3.0,3.0,Tie,2018
256,1,TBL,,Yanni Gourde , Vladislav Namestnikov,,16,00:01:45,00:01:45,NSH,2018-01-23,7,4,105.0,TBL,3.0,4.0,Go-Ahead Goal,2018
257,2,NSH,,P.K. Subban , Mattias Ekholm,Ryan Johansen,12,00:29:48,00:09:48,NJD,2018-01-25,1,1,1788.0,NSH,0.0,1.0,Go-Ahead Goal,2018
258,3,NSH,,Mattias Ekholm , Kevin Fiala,Viktor Arvidsson,7,00:45:36,00:05:36,NJD,2018-01-25,2,2,2736.0,NSH,0.0,2.0,Insurance Goal,2018
259,3,NSH,SH,Viktor Arvidsson , P.K. Subban,,15,00:55:11,00:15:11,NJD,2018-01-25,3,3,3311.0,NSH,0.0,3.0,Insurance Goal,2018
260,1,CHI,,David Kampf , Vinnie Hinostroza,Tomas Jurco,2,00:03:03,00:03:03,NSH,2018-01-30,1,1,183.0,CHI,0.0,1.0,Go-Ahead Goal,2018
261,2,NSH,,Kyle Turris , Scott Hartnell,Craig Smith,9,00:22:12,00:02:12,NSH,2018-01-30,2,1,1332.0,CHI,1.0,1.0,Tie,2018
262,2,CHI,,Vinnie Hinostroza , Nick Schmaltz,Patrick Kane,5,00:34:33,00:14:33,NSH,2018-01-30,3,2,2073.0,CHI,1.0,2.0,Go-Ahead Goal,2018
263,1,NSH,PP,Craig Smith , Ryan Johansen,P.K. Subban,16,00:10:02,00:10:02,NSH,2018-02-01,1,1,602.0,NSH,1.0,0.0,Go-Ahead Goal,2018
264,1,NSH,PP,Filip Forsberg , Kevin Fiala,Ryan Johansen,16,00:16:02,00:16:02,NSH,2018-02-01,2,2,962.0,NSH,2.0,0.0,Insurance Goal,2018
265,1,NSH,,Calle Jarnkrok ,,,11,00:17:21,00:17:21,NSH,2018-02-01,3,3,1041.0,NSH,3.0,0.0,Insurance Goal,2018
266,2,NSH,,Colton Sissons , Miikka Salomaki,,4,00:31:01,00:11:01,NSH,2018-02-01,4,4,1861.0,NSH,4.0,0.0,Insurance Goal,2018
267,3,NSH,,Viktor Arvidsson , Filip Forsberg,Ryan Johansen,16,00:49:44,00:09:44,NSH,2018-02-01,5,5,2984.0,NSH,5.0,0.0,Insurance Goal,2018
268,2,NSH,,P.K. Subban , Filip Forsberg,Viktor Arvidsson,13,00:20:19,00:00:19,NSH,2018-02-03,1,1,1219.0,NSH,1.0,0.0,Go-Ahead Goal,2018
269,2,NSH,,Kevin Fiala , Craig Smith,,14,00:37:34,00:17:34,NSH,2018-02-03,2,2,2254.0,NSH,2.0,0.0,Insurance Goal,2018
270,3,NYR,PP,J.T. Miller , Mats Zuccarello,Ryan McDonagh,12,00:40:21,00:00:21,NSH,2018-02-03,3,1,2421.0,NSH,2.0,1.0,Go-Ahead Goal,2018
271,3,NSH,,Colton Sissons , P.K. Subban,,5,00:42:36,00:02:36,NSH,2018-02-03,4,3,2556.0,NSH,3.0,1.0,Insurance Goal,2018
272,3,NYR,PP,Mika Zibanejad , Ryan McDonagh,J.T. Miller,15,00:54:35,00:14:35,NSH,2018-02-03,5,2,3275.0,NSH,3.0,2.0,Go-Ahead Goal,2018
273,3,NSH,,Viktor Arvidsson , Ryan Johansen,Filip Forsberg,17,00:54:51,00:14:51,NSH,2018-02-03,6,4,3291.0,NSH,4.0,2.0,Insurance Goal,2018
274,3,NSH,PPEN,Kevin Fiala , Colton Sissons,Roman Josi,15,00:57:56,00:17:56,NSH,2018-02-03,7,5,3476.0,NSH,5.0,2.0,Insurance Goal,2018
275,1,NYI,PP,John Tavares , Josh Bailey,Anders Lee,27,00:04:55,00:04:55,NYI,2018-02-05,1,1,295.0,NSH,1.0,0.0,Go-Ahead Goal,2018
276,1,NSH,,Kevin Fiala , Kyle Turris,Craig Smith,16,00:11:59,00:11:59,NYI,2018-02-05,2,1,719.0,NSH,1.0,1.0,Tie,2018
277,1,NSH,,Kevin Fiala , Nick Bonino,Ryan Ellis,17,00:13:27,00:13:27,NYI,2018-02-05,3,2,807.0,NSH,1.0,2.0,Go-Ahead Goal,2018
278,1,NYI,,Ryan Pulock , Andrew Ladd,Brock Nelson,5,00:14:05,00:14:05,NYI,2018-02-05,4,2,845.0,NSH,2.0,2.0,Tie,2018
279,1,NYI,,Casey Cizikas , Jason Chimera,,6,00:17:03,00:17:03,NYI,2018-02-05,5,3,1023.0,NSH,3.0,2.0,Go-Ahead Goal,2018
280,2,NYI,,Nick Leddy , Andrew Ladd,Brock Nelson,8,00:23:39,00:03:39,NYI,2018-02-05,6,4,1419.0,NSH,4.0,2.0,Insurance Goal,2018
281,2,NSH,,Calle Jarnkrok , Scott Hartnell,Mattias Ekholm,12,00:36:25,00:16:25,NYI,2018-02-05,7,3,2185.0,NSH,4.0,3.0,Go-Ahead Goal,2018
282,3,NSH,,Ryan Johansen , P.K. Subban,Viktor Arvidsson,6,00:59:17,00:19:17,NYI,2018-02-05,8,4,3557.0,NSH,4.0,4.0,Tie,2018
283,1,NSH,,Roman Josi , Nick Bonino,,9,00:03:42,00:03:42,NYI,2018-02-05,9,5,222.0,NSH,4.0,5.0,Go-Ahead Goal,2018
284,1,TOR,,James van Riemsdyk , Connor Brown,,21,00:16:06,00:16:06,TOR,2018-02-07,1,1,966.0,Shootout,1.0,0.0,Go-Ahead Goal,2018
285,2,TOR,SH,Kasperi Kapanen , Dominic Moore,Ron Hainsey,4,00:29:38,00:09:38,TOR,2018-02-07,2,2,1778.0,Shootout,2.0,0.0,Insurance Goal,2018
286,2,NSH,,Colton Sissons , Pontus Aberg,Ryan Ellis,6,00:38:10,00:18:10,TOR,2018-02-07,3,1,2290.0,Shootout,2.0,1.0,Go-Ahead Goal,2018
287,3,NSH,,Viktor Arvidsson ,,,18,00:40:25,00:00:25,TOR,2018-02-07,4,2,2425.0,Shootout,2.0,2.0,Tie,2018
288,1,NSH,,P.K. Subban ,,,14,00:00:34,00:00:34,OTT,2018-02-08,1,1,34.0,OTT,0.0,1.0,Go-Ahead Goal,2018
289,1,OTT,,Christopher Didomenico , Ryan Dzingel,Zack Smith,6,00:08:00,00:08:00,OTT,2018-02-08,2,1,480.0,OTT,1.0,1.0,Tie,2018
290,1,NSH,,Calle Jarnkrok , Nick Bonino,Scott Hartnell,13,00:18:05,00:18:05,OTT,2018-02-08,3,2,1085.0,OTT,1.0,2.0,Go-Ahead Goal,2018
291,2,OTT,,Max McCormick , Ryan Dzingel,Mark Borowiecki,1,00:24:08,00:04:08,OTT,2018-02-08,4,2,1448.0,OTT,2.0,2.0,Tie,2018
292,2,OTT,,Magnus Paajarvi , Erik Karlsson,,3,00:31:59,00:11:59,OTT,2018-02-08,5,3,1919.0,OTT,3.0,2.0,Go-Ahead Goal,2018
293,3,NSH,,P.K. Subban , Scott Hartnell,Roman Josi,15,00:55:42,00:15:42,OTT,2018-02-08,6,3,3342.0,OTT,3.0,3.0,Tie,2018
294,OT1,OTT,,Mike Hoffman , Thomas Chabot,Matt Duchene,15,01:03:01,00:03:01,OTT,2018-02-08,7,4,3781.0,OTT,4.0,3.0,Go-Ahead Goal,2018
295,2,MTL,,Brendan Gallagher , Artturi Lehkonen,,20,00:28:35,00:08:35,MTL,2018-02-10,1,1,1715.0,Shootout,1.0,0.0,Go-Ahead Goal,2018
296,2,NSH,,Scott Hartnell , Nick Bonino,,8,00:36:22,00:16:22,MTL,2018-02-10,2,1,2182.0,Shootout,1.0,1.0,Tie,2018
297,3,NSH,,Kevin Fiala , Ryan Johansen,Viktor Arvidsson,18,00:52:19,00:12:19,MTL,2018-02-10,3,2,3139.0,Shootout,1.0,2.0,Go-Ahead Goal,2018
298,3,MTL,,Jonathan Drouin , Jeff Petry,Artturi Lehkonen,8,00:58:46,00:18:46,MTL,2018-02-10,4,2,3526.0,Shootout,2.0,2.0,Tie,2018
299,1,STL,,Jay Bouwmeester , Patrik Berglund,Brayden Schenn,2,00:15:18,00:15:18,NSH,2018-02-13,1,1,918.0,NSH,0.0,1.0,Go-Ahead Goal,2018
300,2,STL,,Alex Steen , Paul Stastny,Vladimir Tarasenko,13,00:23:10,00:03:10,NSH,2018-02-13,2,2,1390.0,NSH,0.0,2.0,Insurance Goal,2018
