,Period,Team,Type,Scorer,Assist1,Assist2,Season Goal Number,Time in Game,Time in Period,Home Team,Date,Game Goal Number,Team Goal Number,Seconds,Winner,HomeGoal,AwayGoal,Impact,Season
2197,2,OTT,,Matt Duchene , Mark Stone,Fredrik Claesson,16,00:32:01,00:12:01,CHI,2018-02-21,4,2,1921.0,Shootout,2.0,2.0,Tie,2018
2198,2,CHI,,Jan Rutta , Anthony Duclair,Nick Schmaltz,6,00:25:46,00:05:46,CHI,2018-02-23,1,1,1546.0,CHI,1.0,0.0,Go-Ahead Goal,2018
2199,3,CHI,,Nick Schmaltz , Anthony Duclair,,17,00:42:01,00:02:01,CHI,2018-02-23,2,2,2521.0,CHI,2.0,0.0,Insurance Goal,2018
2200,3,SJS,,Timo Meier , Brent Burns,Joe Pavelski,15,00:52:09,00:12:09,CHI,2018-02-23,3,1,3129.0,CHI,2.0,1.0,Go-Ahead Goal,2018
2201,3,CHI,EN,Artem Anisimov , Tomas Jurco,Jan Rutta,17,00:59:29,00:19:29,CHI,2018-02-23,4,3,3569.0,CHI,3.0,1.0,Insurance Goal,2018
2202,1,CHI,,David Kampf , Ryan Hartman,Vinnie Hinostroza,3,00:01:28,00:01:28,CBJ,2018-02-24,1,1,88.0,CBJ,0.0,1.0,Go-Ahead Goal,2018
2203,1,CBJ,PP,Cam Atkinson , Seth Jones,Pierre-Luc Dubois,11,00:17:43,00:17:43,CBJ,2018-02-24,2,1,1063.0,CBJ,1.0,1.0,Tie,2018
2204,2,CHI,,Tomas Jurco , Patrick Kane,Erik Gustafsson,1,00:29:20,00:09:20,CBJ,2018-02-24,3,2,1760.0,CBJ,1.0,2.0,Go-Ahead Goal,2018
2205,2,CBJ,,Pierre-Luc Dubois , Artemi Panarin,,14,00:34:30,00:14:30,CBJ,2018-02-24,4,2,2070.0,CBJ,2.0,2.0,Tie,2018
2206,3,CBJ,,Josh Anderson , Boone Jenner,,18,00:51:14,00:11:14,CBJ,2018-02-24,5,3,3074.0,CBJ,3.0,2.0,Go-Ahead Goal,2018
2207,1,CHI,,Artem Anisimov , Duncan Keith,Patrick Kane,18,00:02:12,00:02:12,SJS,2018-03-01,1,1,132.0,SJS,0.0,1.0,Go-Ahead Goal,2018
2208,1,SJS,,Joe Pavelski , Brent Burns,Joonas Donskoi,17,00:10:22,00:10:22,SJS,2018-03-01,2,1,622.0,SJS,1.0,1.0,Tie,2018
2209,1,SJS,,Logan Couture , Mikkel Boedker,Tomas Hertl,27,00:14:14,00:14:14,SJS,2018-03-01,3,2,854.0,SJS,2.0,1.0,Go-Ahead Goal,2018
2210,2,SJS,,Kevin Labanc , Chris Tierney,Dylan DeMelo,8,00:22:13,00:02:13,SJS,2018-03-01,4,3,1333.0,SJS,3.0,1.0,Insurance Goal,2018
2211,2,SJS,,Timo Meier , Brenden Dillon,Dylan DeMelo,17,00:25:21,00:05:21,SJS,2018-03-01,5,4,1521.0,SJS,4.0,1.0,Insurance Goal,2018
2212,2,SJS,,Joe Pavelski , Joonas Donskoi,Evander Kane,18,00:32:14,00:12:14,SJS,2018-03-01,6,5,1934.0,SJS,5.0,1.0,Insurance Goal,2018
2213,2,SJS,,Marc-Edouard Vlasic ,,,10,00:39:58,00:19:58,SJS,2018-03-01,7,6,2398.0,SJS,6.0,1.0,Insurance Goal,2018
2214,3,SJS,,Barclay Goodrow , Marcus Sorensen,Dylan DeMelo,6,00:42:32,00:02:32,SJS,2018-03-01,8,7,2552.0,SJS,7.0,1.0,Insurance Goal,2018
2215,3,CHI,,Nick Schmaltz , Alex DeBrincat,,18,00:59:27,00:19:27,SJS,2018-03-01,9,2,3567.0,SJS,7.0,2.0,Lead Shrink,2018
2216,1,CHI,,Jordan Oesterle ,,,4,00:13:11,00:13:11,LAK,2018-03-03,1,1,791.0,CHI,0.0,1.0,Go-Ahead Goal,2018
2217,2,LAK,,Tanner Pearson ,,,12,00:24:27,00:04:27,LAK,2018-03-03,2,1,1467.0,CHI,1.0,1.0,Tie,2018
2218,2,LAK,,Alec Martinez , Dustin Brown,Anze Kopitar,7,00:26:21,00:06:21,LAK,2018-03-03,3,2,1581.0,CHI,2.0,1.0,Go-Ahead Goal,2018
2219,2,LAK,,Alex Iafallo ,,,9,00:37:48,00:17:48,LAK,2018-03-03,4,3,2268.0,CHI,3.0,1.0,Insurance Goal,2018
2220,3,CHI,PP,Artem Anisimov , Jonathan Toews,Patrick Kane,19,00:50:48,00:10:48,LAK,2018-03-03,5,2,3048.0,CHI,3.0,2.0,Go-Ahead Goal,2018
2221,3,CHI,,Vinnie Hinostroza ,,,7,00:54:24,00:14:24,LAK,2018-03-03,6,3,3264.0,CHI,3.0,3.0,Tie,2018
2222,3,CHI,PP,Jonathan Toews , Patrick Kane,Brent Seabrook,17,00:58:02,00:18:02,LAK,2018-03-03,7,4,3482.0,CHI,3.0,4.0,Go-Ahead Goal,2018
2223,3,CHI,EN,Patrick Kane , Brandon Saad,Jonathan Toews,24,00:59:57,00:19:57,LAK,2018-03-03,8,5,3597.0,CHI,3.0,5.0,Insurance Goal,2018
2224,1,ANA,PP,Rickard Rakell , Ryan Getzlaf,Brandon Montour,27,00:02:23,00:02:23,ANA,2018-03-04,1,1,143.0,ANA,1.0,0.0,Go-Ahead Goal,2018
2225,1,ANA,,Corey Perry , Ryan Getzlaf,Josh Manson,13,00:06:14,00:06:14,ANA,2018-03-04,2,2,374.0,ANA,2.0,0.0,Insurance Goal,2018
2226,2,ANA,,Marcus Pettersson , Kevin Bieksa,Derek Grant,1,00:22:09,00:02:09,ANA,2018-03-04,3,3,1329.0,ANA,3.0,0.0,Insurance Goal,2018
2227,2,ANA,,Jakob Silfverberg , Andrew Cogliano,Derek Grant,14,00:26:39,00:06:39,ANA,2018-03-04,4,4,1599.0,ANA,4.0,0.0,Insurance Goal,2018
2228,2,CHI,,Tomas Jurco , Connor Murphy,Duncan Keith,2,00:34:59,00:14:59,ANA,2018-03-04,5,1,2099.0,ANA,4.0,1.0,Lead Shrink,2018
2229,3,CHI,,Nick Schmaltz , Vinnie Hinostroza,,19,00:41:07,00:01:07,ANA,2018-03-04,6,2,2467.0,ANA,4.0,2.0,Lead Shrink,2018
2230,3,ANA,,Jakob Silfverberg , Andrew Cogliano,Ryan Kesler,15,00:47:00,00:07:00,ANA,2018-03-04,7,5,2820.0,ANA,5.0,2.0,Insurance Goal,2018
2231,3,ANA,,Corey Perry , Cam Fowler,Ryan Getzlaf,14,00:54:41,00:14:41,ANA,2018-03-04,8,6,3281.0,ANA,6.0,2.0,Insurance Goal,2018
2232,3,CHI,,Nick Schmaltz , Alex DeBrincat,Vinnie Hinostroza,20,00:57:32,00:17:32,ANA,2018-03-04,9,3,3452.0,ANA,6.0,3.0,Lead Shrink,2018
2233,1,CHI,,Erik Gustafsson , Jonathan Toews,Brandon Saad,2,00:05:08,00:05:08,CHI,2018-03-06,1,1,308.0,CHI,1.0,0.0,Go-Ahead Goal,2018
2234,2,COL,PP,Nathan MacKinnon , Tyson Barrie,Gabriel Landeskog,32,00:36:18,00:16:18,CHI,2018-03-06,2,1,2178.0,CHI,1.0,1.0,Tie,2018
2235,1,CHI,,Jonathan Toews , Patrick Kane,Duncan Keith,18,00:00:09,00:00:09,CHI,2018-03-06,3,2,9.0,CHI,2.0,1.0,Go-Ahead Goal,2018
2236,1,CHI,,Tomas Jurco , Brent Seabrook,,3,00:06:02,00:06:02,CHI,2018-03-08,1,1,362.0,CAR,1.0,0.0,Go-Ahead Goal,2018
2237,1,CAR,,Jaccob Slavin , Justin Williams,Brett Pesce,6,00:10:32,00:10:32,CHI,2018-03-08,2,1,632.0,CAR,1.0,1.0,Tie,2018
2238,1,CHI,,Patrick Sharp , Anthony Duclair,,8,00:15:06,00:15:06,CHI,2018-03-08,3,2,906.0,CAR,2.0,1.0,Go-Ahead Goal,2018
2239,2,CAR,,Justin Williams , Elias Lindholm,Justin Faulk,14,00:21:06,00:01:06,CHI,2018-03-08,4,2,1266.0,CAR,2.0,2.0,Tie,2018
2240,3,CAR,PP,Sebastian Aho , Teuvo Teravainen,Elias Lindholm,24,00:44:35,00:04:35,CHI,2018-03-08,5,3,2675.0,CAR,2.0,3.0,Go-Ahead Goal,2018
2241,1,BOS,SH,Noel Acciari , Sean Kuraly,,8,00:11:27,00:11:27,BOS,2018-03-10,1,1,687.0,BOS,1.0,0.0,Go-Ahead Goal,2018
2242,1,BOS,PP,David Krejci , Jake Debrusk,Nick Holden,15,00:14:10,00:14:10,BOS,2018-03-10,2,2,850.0,BOS,2.0,0.0,Insurance Goal,2018
2243,1,CHI,,Jonathan Toews , Erik Gustafsson,Patrick Kane,19,00:14:27,00:14:27,BOS,2018-03-10,3,1,867.0,BOS,2.0,1.0,Go-Ahead Goal,2018
2244,1,CHI,,Erik Gustafsson , Nick Schmaltz,Alex DeBrincat,3,00:14:56,00:14:56,BOS,2018-03-10,4,2,896.0,BOS,2.0,2.0,Tie,2018
2245,2,CHI,,John Hayden , Patrick Sharp,,4,00:26:37,00:06:37,BOS,2018-03-10,5,3,1597.0,BOS,2.0,3.0,Go-Ahead Goal,2018
2246,2,BOS,PP,David Krejci , Jake Debrusk,Brian Gionta,16,00:30:05,00:10:05,BOS,2018-03-10,6,3,1805.0,BOS,3.0,3.0,Tie,2018
2247,2,CHI,,Matthew Highmore , Erik Gustafsson,Artem Anisimov,1,00:35:46,00:15:46,BOS,2018-03-10,7,4,2146.0,BOS,3.0,4.0,Go-Ahead Goal,2018
2248,3,BOS,,David Pastrnak , Brad Marchand,Riley Nash,24,00:46:23,00:06:23,BOS,2018-03-10,8,4,2783.0,BOS,4.0,4.0,Tie,2018
2249,3,BOS,PP,Brian Gionta , Jake Debrusk,Matt Grzelcyk,2,00:48:02,00:08:02,BOS,2018-03-10,9,5,2882.0,BOS,5.0,4.0,Go-Ahead Goal,2018
2250,3,BOS,PP,Rick Nash , Torey Krug,Brad Marchand,21,00:49:18,00:09:18,BOS,2018-03-10,10,6,2958.0,BOS,6.0,4.0,Insurance Goal,2018
2251,3,BOS,EN,Sean Kuraly , Tim Schaller,Zdeno Chara,6,00:59:38,00:19:38,BOS,2018-03-10,11,7,3578.0,BOS,7.0,4.0,Insurance Goal,2018
2252,1,CHI,PP,Artem Anisimov , Jonathan Toews,Erik Gustafsson,20,00:07:26,00:07:26,CHI,2018-03-11,1,1,446.0,CHI,1.0,0.0,Go-Ahead Goal,2018
2253,3,BOS,,Zdeno Chara , David Krejci,Jake Debrusk,7,00:50:57,00:10:57,CHI,2018-03-11,2,1,3057.0,CHI,1.0,1.0,Tie,2018
2254,3,CHI,PP,Patrick Kane , Erik Gustafsson,Jonathan Toews,25,00:56:44,00:16:44,CHI,2018-03-11,3,2,3404.0,CHI,2.0,1.0,Go-Ahead Goal,2018
2255,3,CHI,,Brent Seabrook , Jonathan Toews,Patrick Kane,4,00:58:55,00:18:55,CHI,2018-03-11,4,3,3535.0,CHI,3.0,1.0,Insurance Goal,2018
2264,1,BUF,,Benoit Pouliot , Rasmus Ristolainen,Sam Reinhart,13,00:18:10,00:18:10,BUF,2018-03-17,1,1,1090.0,BUF,1.0,0.0,Go-Ahead Goal,2018
2265,2,CHI,,Jordan Oesterle , Patrick Kane,Jonathan Toews,5,00:28:15,00:08:15,BUF,2018-03-17,2,1,1695.0,BUF,1.0,1.0,Tie,2018
2266,2,BUF,PP,Ryan O'Reilly , Sam Reinhart,Jack Eichel,20,00:31:07,00:11:07,BUF,2018-03-17,3,2,1867.0,BUF,2.0,1.0,Go-Ahead Goal,2018
2267,2,CHI,,Tomas Jurco , Alex DeBrincat,,4,00:34:15,00:14:15,BUF,2018-03-17,4,2,2055.0,BUF,2.0,2.0,Tie,2018
2268,3,CHI,,Jonathan Toews , Brandon Saad,Patrick Kane,20,00:40:20,00:00:20,BUF,2018-03-17,5,3,2420.0,BUF,2.0,3.0,Go-Ahead Goal,2018
2269,3,BUF,,Nicholas Baptiste , Nathan Beaulieu,Victor Antipin,3,00:42:17,00:02:17,BUF,2018-03-17,6,3,2537.0,BUF,3.0,3.0,Tie,2018
2270,3,BUF,,Nicholas Baptiste , Marco Scandella,Johan Larsson,4,00:58:04,00:18:04,BUF,2018-03-17,7,4,3484.0,BUF,4.0,3.0,Go-Ahead Goal,2018
2271,3,BUF,EN,Sam Reinhart , Ryan O'Reilly,,19,00:59:21,00:19:21,BUF,2018-03-17,8,5,3561.0,BUF,5.0,3.0,Insurance Goal,2018
2281,1,CHI,PP,Brent Seabrook , Patrick Kane,Jonathan Toews,5,00:15:45,00:15:45,CHI,2018-03-20,1,1,945.0,COL,1.0,0.0,Go-Ahead Goal,2018
2282,2,COL,PP,Alexander Kerfoot , Colin Wilson,Samuel Girard,16,00:22:07,00:02:07,CHI,2018-03-20,2,1,1327.0,COL,1.0,1.0,Tie,2018
2283,2,COL,,Mikko Rantanen , Nathan MacKinnon,Tyson Barrie,26,00:25:01,00:05:01,CHI,2018-03-20,3,2,1501.0,COL,1.0,2.0,Go-Ahead Goal,2018
2284,2,COL,PP,Tyson Barrie , Mikko Rantanen,Nathan MacKinnon,12,00:32:40,00:12:40,CHI,2018-03-20,4,3,1960.0,COL,1.0,3.0,Insurance Goal,2018
2285,3,COL,EN,Erik Johnson ,,,8,00:58:04,00:18:04,CHI,2018-03-20,5,4,3484.0,COL,1.0,4.0,Insurance Goal,2018
2286,3,COL,,Alexander Kerfoot , Gabriel Bourque,David Warsofsky,17,00:59:03,00:19:03,CHI,2018-03-20,6,5,3543.0,COL,1.0,5.0,Insurance Goal,2018
2287,1,VAN,,Alexander Edler , Brendan Leipsic,Henrik Sedin,4,00:07:11,00:07:11,CHI,2018-03-22,1,1,431.0,VAN,0.0,1.0,Go-Ahead Goal,2018
2288,1,CHI,,Nick Schmaltz , Brent Seabrook,Patrick Kane,21,00:08:02,00:08:02,CHI,2018-03-22,2,1,482.0,VAN,1.0,1.0,Tie,2018
2289,1,VAN,,Henrik Sedin , Daniel Sedin,Sam Gagner,3,00:17:42,00:17:42,CHI,2018-03-22,3,2,1062.0,VAN,1.0,2.0,Go-Ahead Goal,2018
2290,2,VAN,,Bo Horvat , Nikolay Goldobin,Troy Stecher,20,00:26:59,00:06:59,CHI,2018-03-22,4,3,1619.0,VAN,1.0,3.0,Insurance Goal,2018
2291,2,VAN,,Alexander Edler , Bo Horvat,Nikolay Goldobin,5,00:29:38,00:09:38,CHI,2018-03-22,5,4,1778.0,VAN,1.0,4.0,Insurance Goal,2018
2292,3,VAN,,Brandon Sutter , Michael Del Zotto,Darren Archibald,8,00:43:24,00:03:24,CHI,2018-03-22,6,5,2604.0,VAN,1.0,5.0,Insurance Goal,2018
2293,3,CHI,,Matthew Highmore , Brandon Saad,,2,00:56:27,00:16:27,CHI,2018-03-22,7,2,3387.0,VAN,2.0,5.0,Lead Shrink,2018
2294,2,CHI,PP,Patrick Kane , Patrick Sharp,Erik Gustafsson,26,00:22:36,00:02:36,NYI,2018-03-24,1,1,1356.0,CHI,0.0,1.0,Go-Ahead Goal,2018
2295,2,CHI,,Brandon Saad , Jordan Oesterle,Jan Rutta,17,00:24:25,00:04:25,NYI,2018-03-24,2,2,1465.0,CHI,0.0,2.0,Insurance Goal,2018
2296,3,NYI,,John Tavares , Anders Lee,Thomas Hickey,33,00:57:18,00:17:18,NYI,2018-03-24,3,1,3438.0,CHI,1.0,2.0,Go-Ahead Goal,2018
2297,3,CHI,EN,Brent Seabrook ,,,6,00:58:46,00:18:46,NYI,2018-03-24,4,3,3526.0,CHI,1.0,3.0,Insurance Goal,2018
2298,1,SJS,,Marcus Sorensen , Jannik Hansen,,5,00:09:15,00:09:15,CHI,2018-03-26,1,1,555.0,Shootout,0.0,1.0,Go-Ahead Goal,2018
2299,1,CHI,,Alex DeBrincat , Vinnie Hinostroza,Brandon Saad,26,00:15:32,00:15:32,CHI,2018-03-26,2,1,932.0,Shootout,1.0,1.0,Tie,2018
2300,1,CHI,,Connor Murphy ,,,2,00:16:50,00:16:50,CHI,2018-03-26,3,2,1010.0,Shootout,2.0,1.0,Go-Ahead Goal,2018
2301,2,SJS,,Evander Kane , Mikkel Boedker,,28,00:36:39,00:16:39,CHI,2018-03-26,4,2,2199.0,Shootout,2.0,2.0,Tie,2018
2302,3,SJS,,Tomas Hertl , Barclay Goodrow,,21,00:55:41,00:15:41,CHI,2018-03-26,5,3,3341.0,Shootout,2.0,3.0,Go-Ahead Goal,2018
2303,3,CHI,,Patrick Sharp , Alex DeBrincat,Erik Gustafsson,10,00:57:38,00:17:38,CHI,2018-03-26,6,3,3458.0,Shootout,3.0,3.0,Tie,2018
2312,1,COL,PP,Sven Andrighetto , Samuel Girard,,7,00:18:54,00:18:54,COL,2018-03-30,1,1,1134.0,COL,1.0,0.0,Go-Ahead Goal,2018
2313,2,COL,PP,Tyson Barrie , Mikko Rantanen,Gabriel Landeskog,13,00:28:14,00:08:14,COL,2018-03-30,2,2,1694.0,COL,2.0,0.0,Insurance Goal,2018
2314,3,COL,PP,Mikko Rantanen , Nathan MacKinnon,Tyson Barrie,28,00:46:25,00:06:25,COL,2018-03-30,3,3,2785.0,COL,3.0,0.0,Insurance Goal,2018
2315,3,COL,,Tyson Jost , Tyson Barrie,Alexander Kerfoot,10,00:48:39,00:08:39,COL,2018-03-30,4,4,2919.0,COL,4.0,0.0,Insurance Goal,2018
2316,3,COL,,Sven Andrighetto ,,,8,00:57:51,00:17:51,COL,2018-03-30,5,5,3471.0,COL,5.0,0.0,Insurance Goal,2018
2334,1,COL,,Matt Duchene , Patrik Nemeth,Nail Yakupov,1,00:05:29,00:05:29,NYR,2017-10-05,1,1,329.0,COL,0.0,1.0,Go-Ahead Goal,2018
2335,1,COL,PP,Mikko Rantanen , Nathan MacKinnon,Tyson Barrie,1,00:10:53,00:10:53,NYR,2017-10-05,2,2,653.0,COL,0.0,2.0,Insurance Goal,2018
2336,1,NYR,PP,Mika Zibanejad , Kevin Shattenkirk,,1,00:17:28,00:17:28,NYR,2017-10-05,3,1,1048.0,COL,1.0,2.0,Go-Ahead Goal,2018
2337,1,NYR,PP,Mika Zibanejad , Mats Zuccarello,Pavel Buchnevich,2,00:19:58,00:19:58,NYR,2017-10-05,4,2,1198.0,COL,2.0,2.0,Tie,2018
2338,2,COL,,Tyson Barrie , Alexander Kerfoot,,1,00:37:50,00:17:50,NYR,2017-10-05,5,3,2270.0,COL,2.0,3.0,Go-Ahead Goal,2018
2339,3,COL,EN,Gabriel Landeskog , Matt Duchene,,1,00:59:57,00:19:57,NYR,2017-10-05,6,4,3597.0,COL,2.0,4.0,Insurance Goal,2018
2340,1,NJD,PP,Adam Henrique , Will Butcher,Kyle Palmieri,1,00:04:04,00:04:04,NJD,2017-10-07,1,1,244.0,NJD,1.0,0.0,Go-Ahead Goal,2018
2341,2,NJD,PP,Jimmy Hayes , Kyle Palmieri,Will Butcher,1,00:22:52,00:02:52,NJD,2017-10-07,2,2,1372.0,NJD,2.0,0.0,Insurance Goal,2018
2342,2,COL,,Carl Soderberg , Tyson Jost,J.T. Compher,1,00:32:04,00:12:04,NJD,2017-10-07,3,1,1924.0,NJD,2.0,1.0,Go-Ahead Goal,2018
2343,2,NJD,PP,Jesper Bratt , Taylor Hall,Will Butcher,1,00:39:32,00:19:32,NJD,2017-10-07,4,3,2372.0,NJD,3.0,1.0,Insurance Goal,2018
2344,3,NJD,SH,John Moore , Jesper Bratt,,1,00:54:00,00:14:00,NJD,2017-10-07,5,4,3240.0,NJD,4.0,1.0,Insurance Goal,2018
2345,1,COL,,Sven Andrighetto , Mikko Rantanen,Nikita Zadorov,1,00:04:41,00:04:41,BOS,2017-10-09,1,1,281.0,COL,0.0,1.0,Go-Ahead Goal,2018
2346,1,COL,SH,J.T. Compher , Carl Soderberg,,1,00:13:22,00:13:22,BOS,2017-10-09,2,2,802.0,COL,0.0,2.0,Insurance Goal,2018
2347,3,COL,,Nail Yakupov , Matt Duchene,Patrik Nemeth,1,00:46:07,00:06:07,BOS,2017-10-09,3,3,2767.0,COL,0.0,3.0,Insurance Goal,2018
2348,3,COL,EN,Nail Yakupov , Sven Andrighetto,Nathan MacKinnon,2,00:59:16,00:19:16,BOS,2017-10-09,4,4,3556.0,COL,0.0,4.0,Insurance Goal,2018
2349,1,COL,,Alexander Kerfoot , Tyson Barrie,Matt Duchene,1,00:08:19,00:08:19,COL,2017-10-11,1,1,499.0,COL,1.0,0.0,Go-Ahead Goal,2018
2350,1,BOS,,Brad Marchand , Ryan Spooner,,2,00:17:06,00:17:06,COL,2017-10-11,2,1,1026.0,COL,1.0,1.0,Tie,2018
2351,2,COL,,Nail Yakupov , Nathan MacKinnon,,3,00:21:00,00:01:00,COL,2017-10-11,3,2,1260.0,COL,2.0,1.0,Go-Ahead Goal,2018
2352,2,COL,PP,Sven Andrighetto , Nathan MacKinnon,Gabriel Landeskog,2,00:32:37,00:12:37,COL,2017-10-11,4,3,1957.0,COL,3.0,1.0,Insurance Goal,2018
2353,2,COL,,Matt Duchene , Nail Yakupov,,2,00:35:43,00:15:43,COL,2017-10-11,5,4,2143.0,COL,4.0,1.0,Insurance Goal,2018
2354,3,BOS,,Tim Schaller , Danton Heinen,Sean Kuraly,1,00:51:30,00:11:30,COL,2017-10-11,6,2,3090.0,COL,4.0,2.0,Lead Shrink,2018
2355,3,BOS,PP,Torey Krug , Brad Marchand,Riley Nash,1,00:52:57,00:12:57,COL,2017-10-11,7,3,3177.0,COL,4.0,3.0,Go-Ahead Goal,2018
2356,3,COL,EN,Sven Andrighetto , Mikko Rantanen,Patrik Nemeth,3,00:58:26,00:18:26,COL,2017-10-11,8,5,3506.0,COL,5.0,3.0,Insurance Goal,2018
2357,3,COL,EN,Tyson Jost , J.T. Compher,Gabriel Landeskog,1,00:58:50,00:18:50,COL,2017-10-11,9,6,3530.0,COL,6.0,3.0,Insurance Goal,2018
2358,1,COL,PP,Gabriel Landeskog , Mikko Rantanen,Sven Andrighetto,2,00:11:58,00:11:58,COL,2017-10-13,1,1,718.0,COL,1.0,0.0,Go-Ahead Goal,2018
2359,3,ANA,SH,Brandon Montour , Andrew Cogliano,Logan Shaw,1,00:42:14,00:02:14,COL,2017-10-13,2,1,2534.0,COL,1.0,1.0,Tie,2018
2360,3,COL,PP,Tyson Barrie , Mikko Rantanen,Sven Andrighetto,2,00:54:21,00:14:21,COL,2017-10-13,3,2,3261.0,COL,2.0,1.0,Go-Ahead Goal,2018
2361,3,COL,EN,Nikita Zadorov , Erik Johnson,,1,00:59:59,00:19:59,COL,2017-10-13,4,3,3599.0,COL,3.0,1.0,Insurance Goal,2018
2386,2,VEG,,David Perron ,,,3,00:28:50,00:08:50,VEG,2017-10-27,1,1,1730.0,VEG,1.0,0.0,Go-Ahead Goal,2018
2387,2,VEG,,Oscar Lindberg ,,,4,00:32:19,00:12:19,VEG,2017-10-27,2,2,1939.0,VEG,2.0,0.0,Insurance Goal,2018
2388,2,VEG,,Cody Eakin , James Neal,David Perron,1,00:35:33,00:15:33,VEG,2017-10-27,3,3,2133.0,VEG,3.0,0.0,Insurance Goal,2018
2389,2,VEG,,James Neal , Colin Miller,Cody Eakin,7,00:38:16,00:18:16,VEG,2017-10-27,4,4,2296.0,VEG,4.0,0.0,Insurance Goal,2018
2390,3,VEG,,Jon Marchessault , Luca Sbisa,Nate Schmidt,3,00:45:26,00:05:26,VEG,2017-10-27,5,5,2726.0,VEG,5.0,0.0,Insurance Goal,2018
2391,3,VEG,PP,Erik Haula , Jon Marchessault,Nate Schmidt,2,00:47:29,00:07:29,VEG,2017-10-27,6,6,2849.0,VEG,6.0,0.0,Insurance Goal,2018
2392,3,VEG,,William Carrier , Brad Hunt,,1,00:53:31,00:13:31,VEG,2017-10-27,7,7,3211.0,VEG,7.0,0.0,Insurance Goal,2018
2402,1,CAR,,Victor Rask , Teuvo Teravainen,Justin Williams,3,00:00:55,00:00:55,COL,2017-11-02,1,1,55.0,COL,0.0,1.0,Go-Ahead Goal,2018
2403,1,COL,,Carl Soderberg , Erik Johnson,Mark Barberio,2,00:07:31,00:07:31,COL,2017-11-02,2,1,451.0,COL,1.0,1.0,Tie,2018
2404,1,COL,,Patrik Nemeth , A.J. Greer,Nail Yakupov,1,00:12:21,00:12:21,COL,2017-11-02,3,2,741.0,COL,2.0,1.0,Go-Ahead Goal,2018
2405,1,CAR,,Elias Lindholm , Sebastian Aho,,3,00:15:14,00:15:14,COL,2017-11-02,4,2,914.0,COL,2.0,2.0,Tie,2018
2406,2,COL,,Blake Comeau , Carl Soderberg,Matthew Nieto,2,00:31:25,00:11:25,COL,2017-11-02,5,3,1885.0,COL,3.0,2.0,Go-Ahead Goal,2018
2407,2,COL,,Gabriel Landeskog , Nathan MacKinnon,Patrik Nemeth,4,00:34:03,00:14:03,COL,2017-11-02,6,4,2043.0,COL,4.0,2.0,Insurance Goal,2018
2408,2,COL,PP,Mikko Rantanen , Nathan MacKinnon,Tyson Barrie,4,00:34:58,00:14:58,COL,2017-11-02,7,5,2098.0,COL,5.0,2.0,Insurance Goal,2018
2409,2,CAR,,Derek Ryan , Josh Jooris,,2,00:37:34,00:17:34,COL,2017-11-02,8,3,2254.0,COL,5.0,3.0,Lead Shrink,2018
2410,1,COL,PP,Matt Duchene , Nathan MacKinnon,Tyson Barrie,4,00:19:58,00:19:58,PHI,2017-11-04,1,1,1198.0,Shootout,0.0,1.0,Go-Ahead Goal,2018
2411,2,PHI,,Valtteri Filppula , Travis Konecny,Wayne Simmonds,6,00:21:21,00:01:21,PHI,2017-11-04,2,1,1281.0,Shootout,1.0,1.0,Tie,2018
2412,2,PHI,PP,Claude Giroux , Shayne Gostisbehere,Jakub Voracek,8,00:26:31,00:06:31,PHI,2017-11-04,3,2,1591.0,Shootout,2.0,1.0,Go-Ahead Goal,2018
2413,2,COL,SH,Blake Comeau , Nathan MacKinnon,Patrik Nemeth,3,00:35:30,00:15:30,PHI,2017-11-04,4,2,2130.0,Shootout,2.0,2.0,Tie,2018
2414,2,COL,PP,Mikko Rantanen , Alexander Kerfoot,Tyson Barrie,5,00:36:13,00:16:13,PHI,2017-11-04,5,3,2173.0,Shootout,2.0,3.0,Go-Ahead Goal,2018
2415,3,PHI,,Jakub Voracek , Sean Couturier,Robert Hagg,3,00:44:33,00:04:33,PHI,2017-11-04,6,3,2673.0,Shootout,3.0,3.0,Tie,2018
2416,3,COL,,Nail Yakupov , Matt Duchene,,4,00:45:37,00:05:37,PHI,2017-11-04,7,4,2737.0,Shootout,3.0,4.0,Go-Ahead Goal,2018
2417,3,PHI,,Dale Weise , Jordan Weal,,2,00:46:37,00:06:37,PHI,2017-11-04,8,4,2797.0,Shootout,4.0,4.0,Tie,2018
2418,1,NYI,,Scott Mayfield , Calvin de Haan,Josh Bailey,2,00:04:05,00:04:05,NYI,2017-11-05,1,1,245.0,NYI,1.0,0.0,Go-Ahead Goal,2018
2419,1,NYI,,Jordan Eberle , Mathew Barzal,Johnny Boychuk,3,00:12:58,00:12:58,NYI,2017-11-05,2,2,778.0,NYI,2.0,0.0,Insurance Goal,2018
2420,2,COL,,Nathan MacKinnon , Erik Johnson,Gabriel Landeskog,4,00:20:40,00:00:40,NYI,2017-11-05,3,1,1240.0,NYI,2.0,1.0,Go-Ahead Goal,2018
2421,2,NYI,PP,Nick Leddy , Mathew Barzal,John Tavares,2,00:21:33,00:01:33,NYI,2017-11-05,4,3,1293.0,NYI,3.0,1.0,Insurance Goal,2018
2422,2,NYI,PP,Nick Leddy , Josh Bailey,Mathew Barzal,3,00:24:24,00:04:24,NYI,2017-11-05,5,4,1464.0,NYI,4.0,1.0,Insurance Goal,2018
