,Period,Team,Type,Scorer,Assist1,Assist2,Season Goal Number,Time in Game,Time in Period,Home Team,Date,Game Goal Number,Team Goal Number,Seconds,Winner,HomeGoal,AwayGoal,Impact
157,2,LAK,,Adrian Kempe , Austin Wagner,,3,00:33:41,00:13:41,CGY,2018-11-30,2,1,2021.0,CGY,1.0,1.0,Tie
158,3,CGY,PP,Johnny Gaudreau , Elias Lindholm,Matthew Tkachuk,10,00:47:44,00:07:44,CGY,2018-11-30,3,2,2864.0,CGY,2.0,1.0,Go-Ahead Goal
159,3,CGY,EN,Mikael Backlund , Matthew Tkachuk,Elias Lindholm,5,00:59:28,00:19:28,CGY,2018-11-30,4,3,3568.0,CGY,3.0,1.0,Insurance Goal
160,3,CGY,EN,Sean Monahan , Mikael Backlund,,14,00:59:52,00:19:52,CGY,2018-11-30,5,4,3592.0,CGY,4.0,1.0,Insurance Goal
161,1,CGY,,Sean Monahan , Elias Lindholm,Johnny Gaudreau,15,00:10:07,00:10:07,CHI,2018-12-02,1,1,607.0,CGY,0.0,1.0,Go-Ahead Goal
162,1,CHI,,Jonathan Toews ,,,12,00:11:33,00:11:33,CHI,2018-12-02,2,1,693.0,CGY,1.0,1.0,Tie
163,2,CGY,PP,Elias Lindholm , Johnny Gaudreau,Sean Monahan,12,00:27:18,00:07:18,CHI,2018-12-02,3,2,1638.0,CGY,1.0,2.0,Go-Ahead Goal
164,2,CGY,PP,Derek Ryan , Noah Hanifin,James Neal,4,00:28:44,00:08:44,CHI,2018-12-02,4,3,1724.0,CGY,1.0,3.0,Insurance Goal
165,2,CHI,PP,Dylan Strome , Alex DeBrincat,Corey Crawford,5,00:35:45,00:15:45,CHI,2018-12-02,5,2,2145.0,CGY,2.0,3.0,Go-Ahead Goal
166,1,CGY,,Johnny Gaudreau , Sean Monahan,Travis Hamonic,11,00:06:24,00:06:24,CBJ,2018-12-04,1,1,384.0,CGY,0.0,1.0,Go-Ahead Goal
167,1,CBJ,,Zach Werenski , Oliver Bjorkstrand,Alexander Wennberg,5,00:09:47,00:09:47,CBJ,2018-12-04,2,1,587.0,CGY,1.0,1.0,Tie
168,1,CBJ,PP,Josh Anderson ,,,12,00:15:43,00:15:43,CBJ,2018-12-04,3,2,943.0,CGY,2.0,1.0,Go-Ahead Goal
169,1,CBJ,,Cam Atkinson , Artemi Panarin,Seth Jones,17,00:19:42,00:19:42,CBJ,2018-12-04,4,3,1182.0,CGY,3.0,1.0,Insurance Goal
170,2,CBJ,,Cam Atkinson , Artemi Panarin,Seth Jones,18,00:20:49,00:00:49,CBJ,2018-12-04,5,4,1249.0,CGY,4.0,1.0,Insurance Goal
171,2,CGY,PP,Sean Monahan , Mark Giordano,,16,00:21:55,00:01:55,CBJ,2018-12-04,6,2,1315.0,CGY,4.0,2.0,Lead Shrink
172,2,CGY,,Elias Lindholm , Travis Hamonic,Sean Monahan,13,00:22:46,00:02:46,CBJ,2018-12-04,7,3,1366.0,CGY,4.0,3.0,Go-Ahead Goal
173,2,CGY,PP,Matthew Tkachuk , Elias Lindholm,Johnny Gaudreau,13,00:32:39,00:12:39,CBJ,2018-12-04,8,4,1959.0,CGY,4.0,4.0,Tie
174,2,CGY,,Noah Hanifin , Matthew Tkachuk,Mark Jankowski,3,00:33:29,00:13:29,CBJ,2018-12-04,9,5,2009.0,CGY,4.0,5.0,Go-Ahead Goal
175,2,CGY,,T.J. Brodie , Johnny Gaudreau,,3,00:34:32,00:14:32,CBJ,2018-12-04,10,6,2072.0,CGY,4.0,6.0,Insurance Goal
176,2,CBJ,,Nick Foligno , Ryan Murray,,7,00:35:00,00:15:00,CBJ,2018-12-04,11,5,2100.0,CGY,5.0,6.0,Go-Ahead Goal
177,3,CGY,PP,Sean Monahan , Mark Giordano,Matthew Tkachuk,17,00:42:15,00:02:15,CBJ,2018-12-04,12,7,2535.0,CGY,5.0,7.0,Insurance Goal
178,3,CGY,,Johnny Gaudreau , Mark Giordano,Mike Smith,12,00:46:29,00:06:29,CBJ,2018-12-04,13,8,2789.0,CGY,5.0,8.0,Insurance Goal
179,3,CBJ,,Cam Atkinson , Markus Nutivaara,Ryan Murray,19,00:48:13,00:08:13,CBJ,2018-12-04,14,6,2893.0,CGY,6.0,8.0,Lead Shrink
180,3,CGY,,Austin Czarnik , Mikael Backlund,,2,00:53:11,00:13:11,CBJ,2018-12-04,15,9,3191.0,CGY,6.0,9.0,Insurance Goal
181,2,CGY,,Elias Lindholm , Johnny Gaudreau,Mark Giordano,14,00:20:50,00:00:50,CGY,2018-12-06,1,1,1250.0,CGY,1.0,0.0,Go-Ahead Goal
182,3,CGY,,Elias Lindholm , Johnny Gaudreau,Mark Giordano,15,00:41:13,00:01:13,CGY,2018-12-06,2,2,2473.0,CGY,2.0,0.0,Insurance Goal
183,1,CGY,,Oliver Kylington , Elias Lindholm,Johnny Gaudreau,1,00:01:12,00:01:12,CGY,2018-12-08,1,1,72.0,CGY,1.0,0.0,Go-Ahead Goal
184,1,NSH,,Colton Sissons , Roman Josi,Miikka Salomaki,6,00:19:07,00:19:07,CGY,2018-12-08,2,1,1147.0,CGY,1.0,1.0,Tie
185,2,CGY,,Sean Monahan , Noah Hanifin,Travis Hamonic,18,00:36:40,00:16:40,CGY,2018-12-08,3,2,2200.0,CGY,2.0,1.0,Go-Ahead Goal
186,3,NSH,,Craig Smith , Mattias Ekholm,Rocco Grimaldi,8,00:40:54,00:00:54,CGY,2018-12-08,4,2,2454.0,CGY,2.0,2.0,Tie
187,3,CGY,,Garnet Hathaway , Matthew Tkachuk,Oliver Kylington,4,00:46:03,00:06:03,CGY,2018-12-08,5,3,2763.0,CGY,3.0,2.0,Go-Ahead Goal
188,3,CGY,,Alan Quine , Rasmus Andersson,,1,00:52:12,00:12:12,CGY,2018-12-08,6,4,3132.0,CGY,4.0,2.0,Insurance Goal
189,3,CGY,EN,Elias Lindholm , Johnny Gaudreau,Sean Monahan,16,00:57:00,00:17:00,CGY,2018-12-08,7,5,3420.0,CGY,5.0,2.0,Insurance Goal
190,1,EDM,,Connor McDavid , Alex Chiasson,Leon Draisaitl,16,00:12:18,00:12:18,EDM,2018-12-09,1,1,738.0,EDM,1.0,0.0,Go-Ahead Goal
191,1,CGY,,Sam Bennett , Matthew Tkachuk,Alan Quine,5,00:09:13,00:09:13,CGY,2018-12-12,1,1,553.0,CGY,1.0,0.0,Go-Ahead Goal
192,2,PHI,,Travis Sanheim , Claude Giroux,,3,00:20:52,00:00:52,CGY,2018-12-12,2,1,1252.0,CGY,1.0,1.0,Tie
193,2,CGY,SH,Mark Giordano , Travis Hamonic,Derek Ryan,4,00:25:32,00:05:32,CGY,2018-12-12,3,2,1532.0,CGY,2.0,1.0,Go-Ahead Goal
194,2,PHI,PP,James van Riemsdyk , Sean Couturier,Claude Giroux,3,00:25:55,00:05:55,CGY,2018-12-12,4,2,1555.0,CGY,2.0,2.0,Tie
195,2,PHI,,Sean Couturier , Jakub Voracek,Ivan Provorov,11,00:26:27,00:06:27,CGY,2018-12-12,5,3,1587.0,CGY,2.0,3.0,Go-Ahead Goal
196,2,PHI,,Dale Weise , Radko Gudas,Robert Hagg,4,00:27:43,00:07:43,CGY,2018-12-12,6,4,1663.0,CGY,2.0,4.0,Insurance Goal
197,2,CGY,PP,Sean Monahan , Matthew Tkachuk,Johnny Gaudreau,19,00:30:13,00:10:13,CGY,2018-12-12,7,3,1813.0,CGY,3.0,4.0,Go-Ahead Goal
198,3,PHI,SH,Sean Couturier ,,,12,00:51:10,00:11:10,CGY,2018-12-12,8,5,3070.0,CGY,3.0,5.0,Insurance Goal
199,3,CGY,,Rasmus Andersson , Johnny Gaudreau,Matthew Tkachuk,1,00:58:52,00:18:52,CGY,2018-12-12,9,4,3532.0,CGY,4.0,5.0,Go-Ahead Goal
200,3,CGY,,Sean Monahan , Matthew Tkachuk,Mark Giordano,20,00:59:53,00:19:53,CGY,2018-12-12,10,5,3593.0,CGY,5.0,5.0,Tie
201,1,CGY,,Johnny Gaudreau , Mark Giordano,Sean Monahan,13,00:00:35,00:00:35,CGY,2018-12-12,11,6,35.0,CGY,6.0,5.0,Go-Ahead Goal
202,1,CGY,SH,Mark Giordano , Mark Jankowski,,5,00:12:03,00:12:03,MIN,2018-12-15,1,1,723.0,CGY,0.0,1.0,Go-Ahead Goal
203,2,MIN,,Jordan Greenway , Mikael Granlund,,5,00:23:30,00:03:30,MIN,2018-12-15,2,1,1410.0,CGY,1.0,1.0,Tie
204,3,CGY,,Matthew Tkachuk , James Neal,T.J. Brodie,14,00:48:45,00:08:45,MIN,2018-12-15,3,2,2925.0,CGY,1.0,2.0,Go-Ahead Goal
205,1,CGY,PP,Matthew Tkachuk , Mark Giordano,Elias Lindholm,15,00:05:58,00:05:58,STL,2018-12-16,1,1,358.0,CGY,0.0,1.0,Go-Ahead Goal
206,1,CGY,SH,Elias Lindholm ,,,17,00:10:15,00:10:15,STL,2018-12-16,2,2,615.0,CGY,0.0,2.0,Insurance Goal
207,1,CGY,PP,Mark Giordano , Johnny Gaudreau,Matthew Tkachuk,6,00:16:47,00:16:47,STL,2018-12-16,3,3,1007.0,CGY,0.0,3.0,Insurance Goal
208,1,CGY,,Alan Quine , Noah Hanifin,Mark Jankowski,2,00:18:25,00:18:25,STL,2018-12-16,4,4,1105.0,CGY,0.0,4.0,Insurance Goal
209,2,STL,,Oskar Sundqvist , Jordan Nolan,Vince Dunn,5,00:22:29,00:02:29,STL,2018-12-16,5,1,1349.0,CGY,1.0,4.0,Lead Shrink
210,2,CGY,,Johnny Gaudreau , Derek Ryan,,14,00:25:26,00:05:26,STL,2018-12-16,6,5,1526.0,CGY,1.0,5.0,Insurance Goal
211,2,STL,,Tyler Bozak , Vince Dunn,,4,00:38:14,00:18:14,STL,2018-12-16,7,2,2294.0,CGY,2.0,5.0,Lead Shrink
212,3,CGY,EN,Johnny Gaudreau , Sean Monahan,Elias Lindholm,15,00:56:53,00:16:53,STL,2018-12-16,8,6,3413.0,CGY,2.0,6.0,Insurance Goal
213,3,CGY,PP,Alan Quine , Austin Czarnik,T.J. Brodie,3,00:58:44,00:18:44,STL,2018-12-16,9,7,3524.0,CGY,2.0,7.0,Insurance Goal
214,1,DAL,,Jamie Benn , Tyler Seguin,Alexander Radulov,14,00:12:15,00:12:15,DAL,2018-12-18,1,1,735.0,DAL,1.0,0.0,Go-Ahead Goal
215,2,DAL,,Radek Faksa , Martin Hanzal,Tyler Pitlick,6,00:37:17,00:17:17,DAL,2018-12-18,2,2,2237.0,DAL,2.0,0.0,Insurance Goal
216,1,TBL,,Ondrej Palat , Brayden Point,Nikita Kucherov,4,00:03:38,00:03:38,CGY,2018-12-20,1,1,218.0,Shootout,0.0,1.0,Go-Ahead Goal
217,1,CGY,,Sam Bennett , Matthew Tkachuk,Noah Hanifin,6,00:04:29,00:04:29,CGY,2018-12-20,2,1,269.0,Shootout,1.0,1.0,Tie
218,1,CGY,,Sean Monahan , Elias Lindholm,Johnny Gaudreau,21,00:07:50,00:07:50,CGY,2018-12-20,3,2,470.0,Shootout,2.0,1.0,Go-Ahead Goal
219,1,CGY,,Mikael Backlund , Sam Bennett,,6,00:12:25,00:12:25,CGY,2018-12-20,4,3,745.0,Shootout,3.0,1.0,Insurance Goal
220,2,TBL,,Steven Stamkos , Adam Erne,Nikita Kucherov,18,00:23:19,00:03:19,CGY,2018-12-20,5,2,1399.0,Shootout,3.0,2.0,Go-Ahead Goal
221,2,TBL,,Alex Killorn , Yanni Gourde,Ryan McDonagh,9,00:25:52,00:05:52,CGY,2018-12-20,6,3,1552.0,Shootout,3.0,3.0,Tie
222,3,TBL,,Dan Girardi , Anthony Cirelli,,3,00:55:35,00:15:35,CGY,2018-12-20,7,4,3335.0,Shootout,3.0,4.0,Go-Ahead Goal
223,3,CGY,,Johnny Gaudreau ,,,16,00:57:32,00:17:32,CGY,2018-12-20,8,4,3452.0,Shootout,4.0,4.0,Tie
224,1,STL,,David Perron , Jay Bouwmeester,,12,00:04:06,00:04:06,CGY,2018-12-22,1,1,246.0,STL,0.0,1.0,Go-Ahead Goal
225,1,STL,PP,Tyler Bozak , Pat Maroon,David Perron,5,00:11:43,00:11:43,CGY,2018-12-22,2,2,703.0,STL,0.0,2.0,Insurance Goal
226,1,CGY,PP,Matthew Tkachuk , Elias Lindholm,Johnny Gaudreau,16,00:16:49,00:16:49,CGY,2018-12-22,3,1,1009.0,STL,1.0,2.0,Go-Ahead Goal
227,3,STL,,Oskar Sundqvist , Ivan Barbashev,Vince Dunn,6,00:41:56,00:01:56,CGY,2018-12-22,4,3,2516.0,STL,1.0,3.0,Insurance Goal
228,2,CGY,,Johnny Gaudreau , Sean Monahan,Noah Hanifin,17,00:21:04,00:01:04,WPG,2018-12-27,1,1,1264.0,CGY,0.0,1.0,Go-Ahead Goal
229,2,WPG,,Adam Lowry ,,,6,00:37:53,00:17:53,WPG,2018-12-27,2,1,2273.0,CGY,1.0,1.0,Tie
230,2,CGY,,Johnny Gaudreau , Elias Lindholm,Sean Monahan,18,00:38:47,00:18:47,WPG,2018-12-27,3,2,2327.0,CGY,1.0,2.0,Go-Ahead Goal
231,3,CGY,SH,Mark Jankowski , Elias Lindholm,Travis Hamonic,5,00:55:39,00:15:39,WPG,2018-12-27,4,3,3339.0,CGY,1.0,3.0,Insurance Goal
232,3,CGY,EN,Johnny Gaudreau , Sean Monahan,Mark Giordano,19,00:57:54,00:17:54,WPG,2018-12-27,5,4,3474.0,CGY,1.0,4.0,Insurance Goal
233,1,VAN,PP,Brock Boeser , Alexander Edler,Sven Baertschi,14,00:05:08,00:05:08,CGY,2018-12-29,1,1,308.0,VAN,0.0,1.0,Go-Ahead Goal
234,1,CGY,SH,Mark Jankowski , Noah Hanifin,,6,00:14:30,00:14:30,CGY,2018-12-29,2,1,870.0,VAN,1.0,1.0,Tie
235,2,CGY,SH,Travis Hamonic , Mark Jankowski,,3,00:28:46,00:08:46,CGY,2018-12-29,3,2,1726.0,VAN,2.0,1.0,Go-Ahead Goal
236,2,VAN,,Elias Pettersson , Chris Tanev,,19,00:31:37,00:11:37,CGY,2018-12-29,4,2,1897.0,VAN,2.0,2.0,Tie
237,1,VAN,,Alexander Edler , Brock Boeser,,4,00:03:06,00:03:06,CGY,2018-12-29,5,3,186.0,VAN,2.0,3.0,Go-Ahead Goal
238,1,CGY,,Mikael Backlund , Matthew Tkachuk,Michael Frolik,7,00:01:10,00:01:10,CGY,2018-12-31,1,1,70.0,CGY,1.0,0.0,Go-Ahead Goal
239,1,SJS,,Lukas Radil , Timo Meier,Logan Couture,4,00:06:53,00:06:53,CGY,2018-12-31,2,1,413.0,CGY,1.0,1.0,Tie
240,1,CGY,,Mikael Backlund , Michael Frolik,Matthew Tkachuk,8,00:10:55,00:10:55,CGY,2018-12-31,3,2,655.0,CGY,2.0,1.0,Go-Ahead Goal
241,1,CGY,PP,Matthew Tkachuk , Sean Monahan,Mark Giordano,17,00:17:24,00:17:24,CGY,2018-12-31,4,3,1044.0,CGY,3.0,1.0,Insurance Goal
242,2,SJS,PP,Brent Burns , Joe Pavelski,,6,00:23:55,00:03:55,CGY,2018-12-31,5,2,1435.0,CGY,3.0,2.0,Go-Ahead Goal
243,2,CGY,,Matthew Tkachuk , Johnny Gaudreau,Sean Monahan,18,00:30:47,00:10:47,CGY,2018-12-31,6,4,1847.0,CGY,4.0,2.0,Insurance Goal
244,2,SJS,,Joonas Donskoi , Evander Kane,Tomas Hertl,8,00:38:22,00:18:22,CGY,2018-12-31,7,3,2302.0,CGY,4.0,3.0,Go-Ahead Goal
245,2,CGY,,Elias Lindholm , Johnny Gaudreau,Sean Monahan,18,00:39:33,00:19:33,CGY,2018-12-31,8,5,2373.0,CGY,5.0,3.0,Insurance Goal
246,3,SJS,,Joonas Donskoi , Erik Karlsson,Evander Kane,9,00:40:48,00:00:48,CGY,2018-12-31,9,4,2448.0,CGY,5.0,4.0,Go-Ahead Goal
247,3,CGY,,James Neal , Sam Bennett,Noah Hanifin,4,00:43:00,00:03:00,CGY,2018-12-31,10,6,2580.0,CGY,6.0,4.0,Insurance Goal
248,3,CGY,,Johnny Gaudreau , Elias Lindholm,Sean Monahan,20,00:45:48,00:05:48,CGY,2018-12-31,11,7,2748.0,CGY,7.0,4.0,Insurance Goal
249,3,CGY,,Johnny Gaudreau , Sean Monahan,Elias Lindholm,21,00:46:29,00:06:29,CGY,2018-12-31,12,8,2789.0,CGY,8.0,4.0,Insurance Goal
250,3,SJS,PP,Joe Thornton , Brent Burns,Erik Karlsson,6,00:53:15,00:13:15,CGY,2018-12-31,13,5,3195.0,CGY,8.0,5.0,Lead Shrink
251,1,DET,,Darren Helm , Andreas Athanasiou,,2,00:13:14,00:13:14,DET,2019-01-02,1,1,794.0,CGY,1.0,0.0,Go-Ahead Goal
252,1,DET,,Jacob de La Rose , Michael Rasmussen,Nick Jensen,3,00:17:19,00:17:19,DET,2019-01-02,2,2,1039.0,CGY,2.0,0.0,Insurance Goal
253,2,CGY,,Sean Monahan , Elias Lindholm,Johnny Gaudreau,22,00:26:40,00:06:40,DET,2019-01-02,3,1,1600.0,CGY,2.0,1.0,Go-Ahead Goal
254,2,CGY,,T.J. Brodie , Johnny Gaudreau,Elias Lindholm,4,00:37:59,00:17:59,DET,2019-01-02,4,2,2279.0,CGY,2.0,2.0,Tie
255,2,DET,,Andreas Athanasiou ,,,14,00:38:23,00:18:23,DET,2019-01-02,5,3,2303.0,CGY,3.0,2.0,Go-Ahead Goal
256,2,CGY,PP,Elias Lindholm , Mark Giordano,Johnny Gaudreau,19,00:39:01,00:19:01,DET,2019-01-02,6,3,2341.0,CGY,3.0,3.0,Tie
257,3,CGY,PP,Johnny Gaudreau , Matthew Tkachuk,Sean Monahan,22,00:49:37,00:09:37,DET,2019-01-02,7,4,2977.0,CGY,3.0,4.0,Go-Ahead Goal
258,3,CGY,EN,Michael Frolik , Mark Jankowski,Derek Ryan,8,00:59:42,00:19:42,DET,2019-01-02,8,5,3582.0,CGY,3.0,5.0,Insurance Goal
259,1,CGY,SH,Michael Frolik , Mark Jankowski,,9,00:07:46,00:07:46,BOS,2019-01-03,1,1,466.0,BOS,0.0,1.0,Go-Ahead Goal
260,1,BOS,PP,John Moore , Matt Grzelcyk,Jakob Forsbacka Karlsson,2,00:09:02,00:09:02,BOS,2019-01-03,2,1,542.0,BOS,1.0,1.0,Tie
261,1,BOS,,Jake Debrusk , David Krejci,Ryan Donato,12,00:14:19,00:14:19,BOS,2019-01-03,3,2,859.0,BOS,2.0,1.0,Go-Ahead Goal
262,2,CGY,,Elias Lindholm , Johnny Gaudreau,Noah Hanifin,20,00:21:05,00:01:05,BOS,2019-01-03,4,2,1265.0,BOS,2.0,2.0,Tie
263,2,BOS,,Brad Marchand , Torey Krug,Patrice Bergeron,14,00:21:41,00:01:41,BOS,2019-01-03,5,3,1301.0,BOS,3.0,2.0,Go-Ahead Goal
264,3,BOS,PP,David Pastrnak , Torey Krug,Jaroslav Halak,25,00:40:54,00:00:54,BOS,2019-01-03,6,4,2454.0,BOS,4.0,2.0,Insurance Goal
265,3,CGY,,Johnny Gaudreau , Sean Monahan,Noah Hanifin,23,00:49:27,00:09:27,BOS,2019-01-03,7,3,2967.0,BOS,4.0,3.0,Go-Ahead Goal
266,3,BOS,,Jake Debrusk , David Krejci,,13,00:53:46,00:13:46,BOS,2019-01-03,8,5,3226.0,BOS,5.0,3.0,Insurance Goal
267,3,CGY,,Mikael Backlund , Mark Giordano,Rasmus Andersson,9,00:56:27,00:16:27,BOS,2019-01-03,9,4,3387.0,BOS,5.0,4.0,Go-Ahead Goal
268,3,BOS,EN,Brad Marchand , David Pastrnak,Patrice Bergeron,15,00:58:10,00:18:10,BOS,2019-01-03,10,6,3490.0,BOS,6.0,4.0,Insurance Goal
269,1,PHI,PP,Travis Sanheim , Jordan Weal,Ivan Provorov,4,00:12:10,00:12:10,PHI,2019-01-05,1,1,730.0,CGY,1.0,0.0,Go-Ahead Goal
270,2,CGY,,Johnny Gaudreau , Sean Monahan,Noah Hanifin,24,00:28:51,00:08:51,PHI,2019-01-05,2,1,1731.0,CGY,1.0,1.0,Tie
271,3,PHI,,Travis Konecny ,,,10,00:45:57,00:05:57,PHI,2019-01-05,3,2,2757.0,CGY,2.0,1.0,Go-Ahead Goal
272,3,CGY,,Matthew Tkachuk , Sam Bennett,Noah Hanifin,19,00:55:43,00:15:43,PHI,2019-01-05,4,2,3343.0,CGY,2.0,2.0,Tie
273,1,CGY,,T.J. Brodie , Matthew Tkachuk,,5,00:01:59,00:01:59,PHI,2019-01-05,5,3,119.0,CGY,2.0,3.0,Go-Ahead Goal
274,1,CGY,,Johnny Gaudreau , Sean Monahan,Elias Lindholm,25,00:03:24,00:03:24,CHI,2019-01-07,1,1,204.0,CGY,0.0,1.0,Go-Ahead Goal
275,1,CHI,,Patrick Kane , Artem Anisimov,Erik Gustafsson,24,00:16:34,00:16:34,CHI,2019-01-07,2,1,994.0,CGY,1.0,1.0,Tie
276,2,CHI,,Alex DeBrincat , Patrick Kane,Erik Gustafsson,20,00:25:07,00:05:07,CHI,2019-01-07,3,2,1507.0,CGY,2.0,1.0,Go-Ahead Goal
277,2,CGY,PP,Sean Monahan , Matthew Tkachuk,Elias Lindholm,23,00:38:42,00:18:42,CHI,2019-01-07,4,2,2322.0,CGY,2.0,2.0,Tie
278,3,CGY,,Johnny Gaudreau , Mark Giordano,,26,00:40:54,00:00:54,CHI,2019-01-07,5,3,2454.0,CGY,2.0,3.0,Go-Ahead Goal
279,3,CGY,SHEN,Garnet Hathaway ,,,5,00:59:10,00:19:10,CHI,2019-01-07,6,4,3550.0,CGY,2.0,4.0,Insurance Goal
280,3,CHI,PP,Brandon Saad , Artem Anisimov,Duncan Keith,12,00:59:31,00:19:31,CHI,2019-01-07,7,3,3571.0,CGY,3.0,4.0,Go-Ahead Goal
281,1,CGY,,Mikael Backlund , James Neal,Johnny Gaudreau,10,00:05:34,00:05:34,CGY,2019-01-09,1,1,334.0,CGY,1.0,0.0,Go-Ahead Goal
282,1,CGY,,Mark Jankowski , Sam Bennett,Mark Giordano,7,00:10:29,00:10:29,CGY,2019-01-09,2,2,629.0,CGY,2.0,0.0,Insurance Goal
283,1,COL,,Nathan MacKinnon , Gabriel Landeskog,Mikko Rantanen,26,00:16:32,00:16:32,CGY,2019-01-09,3,1,992.0,CGY,2.0,1.0,Go-Ahead Goal
284,1,COL,,Erik Johnson , Matt Calvert,Tyson Jost,3,00:19:41,00:19:41,CGY,2019-01-09,4,2,1181.0,CGY,2.0,2.0,Tie
285,2,CGY,PP,Elias Lindholm , Mark Giordano,Johnny Gaudreau,21,00:32:57,00:12:57,CGY,2019-01-09,5,3,1977.0,CGY,3.0,2.0,Go-Ahead Goal
286,3,CGY,,Michael Frolik , Mark Giordano,T.J. Brodie,10,00:49:14,00:09:14,CGY,2019-01-09,6,4,2954.0,CGY,4.0,2.0,Insurance Goal
287,3,COL,,Mikko Rantanen , Gabriel Landeskog,,20,00:59:22,00:19:22,CGY,2019-01-09,7,3,3562.0,CGY,4.0,3.0,Go-Ahead Goal
288,3,CGY,EN,Matthew Tkachuk , T.J. Brodie,Derek Ryan,20,00:59:50,00:19:50,CGY,2019-01-09,8,5,3590.0,CGY,5.0,3.0,Insurance Goal
289,1,FLA,,Mike Hoffman ,,,21,00:06:18,00:06:18,CGY,2019-01-11,1,1,378.0,CGY,0.0,1.0,Go-Ahead Goal
290,2,FLA,PP,Jonathan Huberdeau , Keith Yandle,Roberto Luongo,12,00:20:20,00:00:20,CGY,2019-01-11,2,2,1220.0,CGY,0.0,2.0,Insurance Goal
291,2,CGY,,Michael Frolik , Mikael Backlund,Oliver Kylington,11,00:30:14,00:10:14,CGY,2019-01-11,3,1,1814.0,CGY,1.0,2.0,Go-Ahead Goal
292,2,CGY,,Mark Giordano , Michael Frolik,Travis Hamonic,7,00:35:10,00:15:10,CGY,2019-01-11,4,2,2110.0,CGY,2.0,2.0,Tie
293,3,CGY,,Matthew Tkachuk , Michael Frolik,,21,00:48:29,00:08:29,CGY,2019-01-11,5,3,2909.0,CGY,3.0,2.0,Go-Ahead Goal
294,3,CGY,PPEN,Sean Monahan , Johnny Gaudreau,Elias Lindholm,24,00:58:33,00:18:33,CGY,2019-01-11,6,4,3513.0,CGY,4.0,2.0,Insurance Goal
295,3,FLA,,Evgenii Dadonov , Frank Vatrano,Aleksander Barkov,18,00:59:40,00:19:40,CGY,2019-01-11,7,3,3580.0,CGY,4.0,3.0,Go-Ahead Goal
296,1,CGY,,Mark Giordano , Derek Ryan,Andrew Mangiapane,8,00:16:51,00:16:51,CGY,2019-01-13,1,1,1011.0,CGY,1.0,0.0,Go-Ahead Goal
297,1,CGY,,Sean Monahan , Johnny Gaudreau,Mark Giordano,25,00:17:59,00:17:59,CGY,2019-01-13,2,2,1079.0,CGY,2.0,0.0,Insurance Goal
298,2,CGY,,Matthew Tkachuk , Mikael Backlund,Michael Frolik,22,00:21:36,00:01:36,CGY,2019-01-13,3,3,1296.0,CGY,3.0,0.0,Insurance Goal
299,2,CGY,,Johnny Gaudreau , Sean Monahan,Michael Frolik,27,00:37:20,00:17:20,CGY,2019-01-13,4,4,2240.0,CGY,4.0,0.0,Insurance Goal
300,2,ARI,PP,Jordan Oesterle , Alex Goligoski,Derek Stepan,4,00:39:44,00:19:44,CGY,2019-01-13,5,1,2384.0,CGY,4.0,1.0,Lead Shrink
301,3,CGY,,Matthew Tkachuk , Mikael Backlund,T.J. Brodie,23,00:44:20,00:04:20,CGY,2019-01-13,6,5,2660.0,CGY,5.0,1.0,Insurance Goal
302,3,CGY,,Mark Giordano , T.J. Brodie,Elias Lindholm,9,00:46:16,00:06:16,CGY,2019-01-13,7,6,2776.0,CGY,6.0,1.0,Insurance Goal
303,3,CGY,,Sam Bennett , James Neal,Mark Jankowski,7,00:47:15,00:07:15,CGY,2019-01-13,8,7,2835.0,CGY,7.0,1.0,Insurance Goal
304,1,CGY,PP,Johnny Gaudreau , Elias Lindholm,Mark Giordano,28,00:19:59,00:19:59,CGY,2019-01-16,1,1,1199.0,BUF,1.0,0.0,Go-Ahead Goal
305,2,BUF,,Evan Rodrigues , Casey Mittelstadt,,4,00:29:45,00:09:45,CGY,2019-01-16,2,1,1785.0,BUF,1.0,1.0,Tie
306,3,CGY,PP,Matthew Tkachuk , Elias Lindholm,Johnny Gaudreau,24,00:46:49,00:06:49,CGY,2019-01-16,3,2,2809.0,BUF,2.0,1.0,Go-Ahead Goal
307,3,BUF,,Rasmus Dahlin , Sam Reinhart,Jack Eichel,5,00:47:34,00:07:34,CGY,2019-01-16,4,2,2854.0,BUF,2.0,2.0,Tie
308,3,BUF,,Jake McCabe ,,,4,00:50:56,00:10:56,CGY,2019-01-16,5,3,3056.0,BUF,2.0,3.0,Go-Ahead Goal
309,3,CGY,,Noah Hanifin , Sean Monahan,Rasmus Andersson,4,00:51:34,00:11:34,CGY,2019-01-16,6,3,3094.0,BUF,3.0,3.0,Tie
310,1,BUF,,Jack Eichel , Rasmus Ristolainen,,16,00:01:10,00:01:10,CGY,2019-01-16,7,4,70.0,BUF,3.0,4.0,Go-Ahead Goal
311,1,DET,PP,Anthony Mantha , Niklas Kronwall,Gustav Nyquist,12,00:19:01,00:19:01,CGY,2019-01-18,1,1,1141.0,CGY,0.0,1.0,Go-Ahead Goal
312,2,CGY,PP,Sam Bennett , James Neal,T.J. Brodie,8,00:27:58,00:07:58,CGY,2019-01-18,2,1,1678.0,CGY,1.0,1.0,Tie
313,2,DET,,Dylan Larkin , Mike Green,Tyler Bertuzzi,19,00:33:25,00:13:25,CGY,2019-01-18,3,2,2005.0,CGY,1.0,2.0,Go-Ahead Goal
